cm_key,mvar2,mvar3,mvar4,mvar5
72451,3,5346,12,64
72452,1,0,3,1
72453,1,187110,5,108
72454,0,203148,1,69
72455,0,0,4,92
72456,4,0,4,63
72457,2,160380,7,6
72458,0,115473,3,96
72459,0,106563,12,8
72460,1,0,3,74
72461,0,300445,3,84
72462,2,331452,4,82
72463,1,0,0,74
72464,1,0,4,94
72465,5,0,6,82
72466,0,0,4,9
72467,0,0,2,86
72468,0,0,1,203
72469,11,0,9,103
72470,0,267300,1,38
72471,0,0,0,2
72472,1,166260,3,35
72473,0,176418,4,8
72474,0,42233,3,3
72475,3,0,4,61
72476,4,40095,3,105
72477,0,187110,8,30
72478,0,80190,3,92
72479,0,11404,10,7
72480,0,26730,5,50
72481,1,8019,2,41
72482,2,434629,2,64
72483,2,109771,8,17
72484,0,0,2,284
72485,0,22453,4,66
72486,0,16483,7,6
72487,1,0,2,237
72488,1,48114,2,11
72489,4,0,3,144
72490,10,434629,0,55
72491,0,0,3,57
72492,1,0,4,5
72493,2,89100,3,208
72494,0,24057,1,12
72495,0,0,2,240
72496,1,88743,2,180
72497,4,195129,4,283
72498,1,0,0,137
72499,0,0,0,99
72500,4,53460,5,116
72501,1,0,3,14
72502,0,0,2,11
72503,1,0,4,13
72504,0,80190,6,95
72505,0,0,5,77
72506,1,0,6,69
72507,1,0,2,140
72508,0,0,4,2
72509,1,0,5,20
72510,2,0,4,13
72511,0,146480,4,64
72512,2,0,5,14
72513,0,0,4,175
72514,4,200475,9,26
72515,0,3742,4,184
72516,0,240570,6,96
72517,0,252331,4,8
72518,1,23700,3,11
72519,1,0,1,233
72520,0,0,4,13
72521,1,0,1,54
72522,1,0,5,11
72523,0,64152,4,11
72524,1,0,3,136
72525,1,0,1,33
72526,0,185328,4,31
72527,0,434629,1,7
72528,0,0,4,5
72529,1,0,2,30
72530,0,12295,3,102
72531,0,256608,4,14
72532,2,0,3,16
72533,2,0,2,12
72534,5,0,4,181
72535,0,0,4,11
72536,0,0,2,1
72537,0,32076,4,21
72538,0,102643,4,16
72539,0,0,5,43
72540,2,0,1,7
72541,0,0,3,124
72542,0,0,4,159
72543,2,0,2,280
72544,5,0,4,261
72545,1,0,2,133
72546,0,0,2,17
72547,3,0,2,124
72548,0,130442,1,287
72549,1,0,7,176
72550,0,0,1,101
72551,1,261954,5,59
72552,1,0,3,55
72553,2,0,4,10
72554,4,32432,3,109
72555,1,0,1,247
72556,5,267300,3,256
72557,4,0,1,177
72558,3,0,5,55
72559,1,152895,4,105
72560,0,0,4,19
72561,0,0,1,16
72562,0,0,1,233
72563,2,0,4,355
72564,1,0,1,65
72565,0,187110,8,30
72566,0,0,1,45
72567,4,0,0,46
72568,0,70923,8,6
72569,2,93020,2,111
72570,2,66825,0,35
72571,2,0,1,21
72572,0,0,2,184
72573,2,0,0,192
72574,1,0,3,288
72575,3,0,1,86
72576,5,0,4,106
72577,0,66825,0,1
72578,0,35640,8,37
72579,0,0,0,66
72580,1,0,4,43
72581,1,0,3,8
72582,0,0,1,55
72583,1,0,2,63
72584,4,0,4,29
72585,1,0,5,17
72586,1,0,2,48
72587,1,133650,4,28
72588,1,17820,3,4
72589,4,98099,3,21
72590,4,106920,2,13
72591,0,0,9,9
72592,0,0,1,9
72593,0,0,1,20
72594,3,0,2,39
72595,1,190317,3,291
72596,1,0,3,48
72597,1,0,4,64
72598,0,0,1,232
72599,0,0,2,55
72600,1,275853,4,191
72601,6,0,4,355
72602,0,50787,8,23
72603,11,311850,10,13
72604,0,0,3,28
72605,1,84466,3,106
72606,0,0,2,23
72607,0,0,8,56
72608,1,58806,4,28
72609,0,0,4,89
72610,0,230412,4,11
72611,0,0,4,15
72612,0,0,1,27
72613,0,0,2,131
72614,1,0,3,332
72615,1,0,2,20
72616,3,0,1,62
72617,0,205821,1,60
72618,1,157172,2,283
72619,0,267300,4,48
72620,1,0,1,22
72621,0,0,2,94
72622,0,0,0,124
72623,5,142560,2,342
72624,1,0,1,77
72625,0,0,2,135
72626,0,197802,3,274
72627,0,0,2,98
72628,0,44906,7,58
72629,0,0,4,21
72630,0,0,5,183
72631,0,0,1,148
72632,4,0,3,77
72633,0,0,2,68
72634,11,0,0,26
72635,1,0,3,29
72636,0,0,1,35
72637,0,44550,1,112
72638,2,0,0,112
72639,0,80190,2,75
72640,1,155034,4,37
72641,0,3207,7,9
72642,1,0,2,89
72643,1,133650,6,11
72644,0,230947,8,1
72645,1,0,4,57
72646,0,0,1,102
72647,0,320760,1,156
72648,0,0,1,216
72649,0,294742,8,7
72650,1,0,5,13
72651,0,0,3,355
72652,0,331452,1,10
72653,3,0,3,2
72654,0,80190,4,6
72655,2,0,0,167
72656,0,0,4,242
72657,0,0,0,11
72658,0,0,1,20
72659,0,10692,4,93
72660,4,80190,1,190
72661,0,0,9,21
72662,0,85001,4,1
72663,1,64152,0,10
72664,0,0,4,103
72665,3,192456,2,224
72666,0,155925,2,30
72667,0,37422,4,157
72668,0,0,1,176
72669,0,187110,0,94
72670,0,133650,3,6
72671,2,0,2,125
72672,0,0,0,89
72673,0,0,2,126
72674,1,186040,2,7
72675,3,0,3,28
72676,0,315414,4,43
72677,0,0,4,187
72678,0,0,2,41
72679,4,0,4,230
72680,4,0,4,6
72681,1,0,7,55
72682,1,44906,5,20
72683,4,0,4,62
72684,5,0,3,48
72685,0,101574,8,12
72686,3,0,2,33
72687,4,10692,3,245
72688,4,0,3,53
72689,1,0,4,13
72690,1,46510,10,2
72691,0,0,1,230
72692,1,0,4,1
72693,5,0,2,75
72694,0,0,1,62
72695,0,347490,5,82
72696,2,0,2,49
72697,0,0,5,176
72698,2,0,2,141
72699,0,0,4,82
72700,0,0,2,142
72701,4,0,2,89
72702,1,0,3,37
72703,5,20314,2,13
72704,0,27442,4,77
72705,0,0,4,35
72706,4,0,3,23
72707,2,32076,3,95
72708,0,0,0,104
72709,1,0,4,32
72710,0,208494,9,11
72711,0,124561,3,3
72712,0,0,1,350
72713,0,0,4,14
72714,6,434629,6,355
72715,3,0,3,1
72716,2,124561,8,35
72717,2,0,6,7
72718,1,0,1,86
72719,4,0,1,130
72720,0,0,3,317
72721,0,180160,2,51
72722,1,1782,6,136
72723,4,20136,1,49
72724,0,0,5,150
72725,0,53460,2,52
72726,5,0,4,71
72727,1,29403,2,103
72728,0,0,3,19
72729,0,0,0,182
72730,0,347490,2,133
72731,1,0,2,108
72732,0,43837,5,296
72733,1,276210,2,1
72734,0,100504,4,130
72735,0,0,2,57
72736,1,187110,4,5
72737,0,0,2,84
72738,1,0,4,180
72739,0,0,3,6
72740,0,0,1,62
72741,0,0,2,123
72742,1,0,4,5
72743,1,0,0,7
72744,2,11226,1,112
72745,1,0,1,16
72746,2,0,4,48
72747,1,0,4,51
72748,0,37243,5,52
72749,0,104068,1,2
72750,6,0,1,77
72751,0,118146,8,35
72752,0,187110,6,355
72753,1,0,0,13
72754,0,0,1,54
72755,11,0,4,131
72756,0,0,1,39
72757,0,132759,4,207
72758,1,0,4,293
72759,0,0,5,2
72760,2,0,1,256
72761,1,0,2,101
72762,0,55063,8,21
72763,5,0,2,54
72764,0,0,3,42
72765,0,363528,4,297
72766,1,0,4,7
72767,5,0,2,176
72768,0,0,2,15
72769,5,34214,1,115
72770,0,0,2,298
72771,0,374220,2,14
72772,2,0,4,28
72773,1,26730,4,23
72774,0,2673,6,1
72775,5,0,3,42
72776,1,0,3,30
72777,0,0,0,293
72778,2,0,7,346
72779,3,320760,1,82
72780,0,160380,8,42
72781,0,0,4,174
72782,2,0,4,85
72783,3,0,4,174
72784,1,18176,3,68
72785,1,8019,8,153
72786,5,0,2,21
72787,0,0,2,1
72788,4,94089,1,80
72789,4,0,3,67
72790,0,0,0,1
72791,0,0,10,92
72792,0,0,0,87
72793,3,71101,4,23
72794,1,0,4,53
72795,0,0,1,14
72796,1,0,3,109
72797,0,96228,4,7
72798,0,96228,2,13
72799,1,0,3,94
72800,11,0,4,21
72801,0,74844,3,9
72802,3,0,4,132
72803,1,0,1,45
72804,0,0,2,135
72805,0,0,5,178
72806,5,0,4,108
72807,3,40629,10,10
72808,0,0,0,191
72809,0,0,3,22
72810,3,152539,4,13
72811,1,10157,5,13
72812,0,115830,2,27
72813,3,0,4,108
72814,0,0,3,23
72815,4,0,4,317
72816,0,49717,12,27
72817,0,0,5,221
72818,0,0,3,13
72819,0,219186,4,1
72820,1,0,2,191
72821,1,0,2,31
72822,1,0,4,18
72823,4,212770,6,156
72824,0,0,1,65
72825,1,0,1,21
72826,1,0,8,90
72827,0,0,3,7
72828,1,0,3,83
72829,1,0,0,192
72830,0,96228,4,158
72831,0,0,3,48
72832,0,0,2,5
72833,4,187110,2,47
72834,0,18889,1,246
72835,1,0,1,14
72836,2,158241,2,355
72837,1,0,2,326
72838,0,58806,8,3
72839,4,0,1,184
72840,0,0,2,64
72841,0,2673,5,225
72842,0,72171,0,105
72843,0,0,2,46
72844,1,65043,5,13
72845,1,0,1,16
72846,1,0,2,59
72847,1,5346,5,33
72848,2,0,0,55
72849,2,80190,4,58
72850,1,251262,2,9
72851,0,119215,1,169
72852,0,0,4,38
72853,2,187110,3,191
72854,2,0,8,9
72855,0,79833,2,7
72856,0,239233,6,1
72857,4,0,1,72
72858,0,0,7,161
72859,1,0,0,355
72860,0,41698,3,26
72861,0,0,4,53
72862,1,0,3,218
72863,0,178200,6,6
72864,1,0,7,21
72865,1,140332,6,1
72866,0,0,1,104
72867,0,0,3,21
72868,0,0,1,268
72869,1,0,3,34
72870,4,191921,4,21
72871,3,76982,5,266
72872,0,8019,2,7
72873,0,16038,1,196
72874,4,0,4,12
72875,0,17820,1,25
72876,0,0,0,233
72877,0,48114,1,92
72878,0,0,1,63
72879,0,0,2,40
72880,0,5346,7,58
72881,0,249480,1,5
72882,0,434629,3,45
72883,0,0,4,239
72884,2,0,1,245
72885,1,0,3,42
72886,0,0,1,35
72887,1,25126,3,8
72888,11,434629,3,6
72889,1,133650,4,144
72890,0,434629,5,10
72891,0,0,3,7
72892,1,0,2,19
72893,0,0,2,41
72894,0,0,2,14
72895,2,193525,3,89
72896,2,67894,4,190
72897,1,49005,1,40
72898,5,74844,4,93
72899,0,0,5,65
72900,5,0,8,7
72901,0,133650,1,150
72902,0,222037,10,12
72903,4,0,1,355
72904,0,230769,7,3
72905,5,187110,8,14
72906,2,280665,4,9
72907,1,80190,0,21
72908,0,0,4,221
72909,1,0,1,22
72910,3,0,2,108
72911,0,0,0,93
72912,1,0,1,121
72913,1,0,1,45
72914,4,5346,4,7
72915,0,0,0,8
72916,0,109593,4,28
72917,5,0,1,101
72918,0,80724,4,100
72919,1,0,4,1
72920,1,0,7,111
72921,1,0,3,2
72922,0,106920,3,93
72923,1,0,2,321
72924,0,155390,6,179
72925,0,0,3,52
72926,5,0,1,58
72927,1,0,5,134
72928,0,0,0,84
72929,0,181229,4,65
72930,0,0,3,153
72931,0,0,4,150
72932,1,72705,4,12
72933,0,0,1,95
72934,1,141669,8,25
72935,1,0,8,31
72936,0,0,0,5
72937,0,5346,12,28
72938,1,231660,2,5
72939,1,0,4,85
72940,1,0,2,340
72941,2,0,3,71
72942,2,0,0,7
72943,0,48114,7,13
72944,4,0,1,308
72945,0,200475,4,14
72946,3,0,3,96
72947,0,0,4,355
72948,1,0,0,250
72949,0,7128,3,205
72950,0,6771,3,94
72951,0,0,2,186
72952,1,0,3,245
72953,0,0,6,201
72954,0,61479,6,314
72955,4,0,1,88
72956,3,16038,2,96
72957,0,56311,4,75
72958,0,124740,6,8
72959,2,0,3,82
72960,0,0,1,6
72961,1,167329,1,61
72962,0,0,0,22
72963,0,0,4,112
72964,1,0,0,50
72965,0,0,4,48
72966,4,265161,4,76
72967,0,0,2,36
72968,2,0,1,5
72969,4,62548,4,271
72970,2,0,3,51
72971,3,8019,4,182
72972,0,111375,3,108
72973,0,0,2,123
72974,0,0,1,24
72975,0,0,4,270
72976,3,10692,8,7
72977,0,26730,6,26
72978,0,71101,11,2
72979,0,106920,4,12
72980,0,8019,5,4
72981,0,0,3,1
72982,1,0,1,75
72983,1,1782,5,2
72984,2,84645,4,8
72985,3,94624,4,11
72986,0,434629,6,259
72987,1,78051,3,37
72988,1,0,1,96
72989,0,0,2,16
72990,0,134451,4,8
72991,1,141134,11,6
72992,0,31541,4,5
72993,0,0,4,103
72994,0,0,2,33
72995,0,133650,2,224
72996,1,0,3,218
72997,7,0,2,113
72998,0,0,2,116
72999,0,16038,4,135
73000,0,142470,4,72
73001,0,0,1,5
73002,0,170002,2,180
73003,0,0,2,30
73004,2,149688,1,62
73005,1,0,1,204
73006,0,44550,1,34
73007,0,0,0,205
73008,0,0,0,153
73009,0,204217,6,9
73010,2,0,2,170
73011,0,208494,3,308
73012,0,106920,3,164
73013,0,84912,4,28
73014,0,0,4,89
73015,0,160380,4,68
73016,0,32076,5,109
73017,0,0,5,1
73018,2,191921,4,110
73019,1,0,1,36
73020,0,0,4,109
73021,0,0,2,21
73022,4,0,0,4
73023,5,0,4,297
73024,6,0,7,13
73025,1,32076,4,140
73026,1,76982,2,9
73027,3,187110,3,157
73028,0,299376,1,77
73029,0,80190,2,113
73030,1,0,4,6
73031,3,0,3,68
73032,0,106920,4,33
73033,1,58806,1,15
73034,0,0,2,51
73035,1,33679,1,136
73036,1,133650,4,106
73037,4,21384,2,41
73038,1,400950,0,31
73039,0,0,3,184
73040,1,0,6,5
73041,1,0,2,151
73042,0,0,0,19
73043,0,0,4,12
73044,1,0,2,65
73045,0,173210,4,12
73046,1,0,2,335
73047,0,240570,4,14
73048,0,0,6,93
73049,0,0,2,29
73050,0,0,6,54
73051,0,0,2,10
73052,1,23166,4,34
73053,1,0,2,66
73054,0,190763,4,280
73055,1,0,1,355
73056,1,0,0,75
73057,0,0,5,137
73058,2,0,2,100
73059,4,0,0,140
73060,0,10692,4,99
73061,4,71280,4,35
73062,3,0,5,106
73063,0,0,8,117
73064,0,37422,1,58
73065,0,0,1,20
73066,4,0,2,299
73067,1,122958,3,11
73068,1,0,5,108
73069,0,0,4,1
73070,1,48114,3,6
73071,1,0,3,46
73072,4,0,4,42
73073,0,0,2,11
73074,0,0,4,41
73075,0,0,1,81
73076,0,0,2,75
73077,0,120285,9,73
73078,4,0,1,355
73079,1,360855,6,3
73080,0,0,4,48
73081,3,0,1,188
73082,0,42768,3,11
73083,5,0,4,57
73084,2,96228,4,138
73085,0,5346,3,103
73086,1,0,1,221
73087,0,0,2,82
73088,0,0,4,120
73089,1,0,0,23
73090,0,0,1,2
73091,0,0,2,32
73092,1,0,2,19
73093,1,0,1,16
73094,3,0,1,57
73095,2,52390,5,195
73096,1,0,5,4
73097,1,278883,4,15
73098,0,0,4,26
73099,0,0,1,205
73100,0,0,2,26
73101,1,50787,0,242
73102,2,0,4,41
73103,0,0,4,321
73104,3,0,1,96
73105,0,0,1,35
73106,1,187110,3,225
73107,0,45441,8,103
73108,2,82328,8,129
73109,2,0,5,50
73110,0,140065,4,205
73111,0,0,3,14
73112,3,0,2,184
73113,0,0,2,222
73114,0,0,2,103
73115,0,0,2,143
73116,1,32076,0,21
73117,0,0,4,88
73118,0,35640,4,6
73119,0,0,2,191
73120,0,2673,5,23
73121,1,52925,1,7
73122,0,0,1,11
73123,1,98901,5,38
73124,4,0,1,33
73125,1,58806,4,14
73126,0,94624,2,213
73127,11,0,1,231
73128,0,0,4,74
73129,4,434629,3,35
73130,3,114939,4,228
73131,5,248589,8,38
73132,0,93555,4,35
73133,0,0,0,65
73134,0,48114,12,1
73135,1,80190,2,73
73136,0,0,3,22
73137,0,15147,2,89
73138,0,0,0,55
73139,2,16038,4,44
73140,3,0,8,25
73141,8,0,4,41
73142,0,434629,12,9
73143,4,0,1,233
73144,0,0,5,355
73145,0,0,1,11
73146,7,0,3,99
73147,2,0,4,7
73148,1,219186,4,263
73149,0,0,1,31
73150,2,133650,6,9
73151,0,434629,4,8
73152,1,81081,4,22
73153,0,110662,2,300
73154,0,133650,8,13
73155,0,32076,1,26
73156,1,0,4,185
73157,1,0,1,10
73158,0,0,2,94
73159,3,0,5,253
73160,0,0,1,234
73161,1,56667,8,109
73162,3,0,4,79
73163,1,0,1,89
73164,5,0,1,164
73165,0,0,0,7
73166,4,0,6,21
73167,0,0,1,244
73168,0,0,1,16
73169,1,0,2,355
73170,4,88209,2,312
73171,4,80190,4,52
73172,0,0,0,89
73173,0,77517,4,15
73174,3,0,2,27
73175,3,10692,2,109
73176,0,0,4,5
73177,0,0,3,157
73178,1,80190,6,2
73179,1,0,4,280
73180,4,0,9,10
73181,0,0,1,83
73182,0,0,1,123
73183,3,0,3,347
73184,0,187110,3,28
73185,5,0,4,48
73186,1,0,1,32
73187,0,0,4,78
73188,0,434629,2,118
73189,2,0,2,233
73190,3,5346,6,96
73191,0,0,4,108
73192,6,0,5,149
73193,0,0,2,41
73194,0,0,3,76
73195,2,0,4,219
73196,0,0,0,82
73197,2,0,2,174
73198,0,0,4,8
73199,4,0,3,220
73200,0,10692,9,7
73201,1,40095,2,97
73202,0,0,5,7
73203,0,0,5,11
73204,2,110662,5,232
73205,3,0,6,27
73206,0,0,6,12
73207,0,0,0,239
73208,0,138996,3,56
73209,0,0,3,5
73210,1,35640,4,336
73211,0,0,2,62
73212,4,113335,3,266
73213,1,152361,5,2
73214,0,90882,9,11
73215,0,0,1,9
73216,1,0,0,12
73217,5,0,4,11
73218,0,0,6,17
73219,5,0,2,232
73220,0,0,3,65
73221,1,0,5,21
73222,0,73596,4,179
73223,0,0,8,55
73224,0,0,4,186
73225,4,0,2,225
73226,4,302494,8,96
73227,2,98901,4,2
73228,0,237362,7,84
73229,0,0,1,6
73230,1,0,3,242
73231,0,8910,4,40
73232,0,247341,3,11
73233,0,28512,2,24
73234,1,0,1,202
73235,5,0,2,194
73236,0,16038,2,48
73237,5,434629,6,182
73238,2,80190,0,27
73239,1,0,2,312
73240,1,0,2,77
73241,1,0,4,98
73242,0,0,2,291
73243,0,0,5,29
73244,0,205821,4,10
73245,2,0,2,3
73246,0,0,3,176
73247,0,0,1,29
73248,0,40095,10,14
73249,2,0,2,1
73250,0,19245,11,63
73251,0,0,1,326
73252,1,0,5,6
73253,0,96228,4,96
73254,0,0,0,226
73255,3,9622,0,197
73256,4,0,4,78
73257,0,53460,4,13
73258,0,434629,2,10
73259,0,107989,3,41
73260,0,0,4,59
73261,0,45441,4,68
73262,0,5346,8,1
73263,0,80190,3,168
73264,0,0,1,107
73265,0,0,8,18
73266,1,0,4,51
73267,0,0,4,33
73268,3,0,3,5
73269,0,0,3,118
73270,2,0,2,187
73271,0,0,7,98
73272,1,0,2,73
73273,6,0,4,68
73274,0,168399,4,68
73275,0,26730,5,28
73276,1,0,0,28
73277,0,0,2,113
73278,3,96228,3,318
73279,11,105494,3,26
73280,1,0,3,82
73281,0,256608,0,11
73282,3,0,4,289
73283,1,0,4,64
73284,1,0,4,12
73285,1,0,1,6
73286,2,110484,4,5
73287,1,0,1,64
73288,0,0,2,9
73289,0,0,2,62
73290,3,0,3,189
73291,1,150757,1,43
73292,0,135253,6,7
73293,0,0,2,194
73294,0,245916,1,87
73295,0,0,6,8
73296,0,0,5,83
73297,3,0,4,46
73298,1,0,1,235
73299,0,0,0,53
73300,0,78051,4,35
73301,1,2673,4,105
73302,1,0,0,15
73303,5,10692,4,12
73304,0,0,1,118
73305,0,0,2,5
73306,3,26730,0,74
73307,0,26730,2,1
73308,0,0,0,355
73309,1,0,1,142
73310,0,267300,4,173
73311,4,434629,4,8
73312,1,0,1,96
73313,1,25126,7,96
73314,4,0,4,37
73315,4,0,2,329
73316,4,56133,4,22
73317,1,0,2,180
73318,3,0,0,130
73319,0,0,3,21
73320,0,0,3,50
73321,1,21918,3,5
73322,0,349272,2,9
73323,2,11226,5,93
73324,1,0,2,2
73325,0,384912,2,140
73326,1,83754,2,88
73327,0,0,2,20
73328,0,0,4,23
73329,0,0,1,312
73330,4,0,3,39
73331,1,0,1,19
73332,0,0,1,29
73333,2,77517,2,89
73334,1,26730,1,241
73335,0,0,3,65
73336,0,0,4,3
73337,5,133650,4,163
73338,1,77517,8,37
73339,1,135253,4,87
73340,0,163854,4,75
73341,2,0,0,11
73342,0,0,4,7
73343,0,0,2,14
73344,0,0,1,121
73345,0,434629,4,94
73346,1,114939,5,1
73347,0,0,0,34
73348,1,0,3,98
73349,0,0,4,30
73350,0,0,1,109
73351,1,0,5,252
73352,4,206355,1,67
73353,2,0,1,31
73354,1,0,4,1
73355,0,0,4,39
73356,4,0,3,85
73357,1,72171,6,37
73358,4,32076,1,9
73359,1,0,3,355
73360,0,194238,3,9
73361,0,0,4,122
73362,2,0,1,229
73363,0,0,2,50
73364,1,0,5,162
73365,0,0,2,71
73366,1,68428,8,2
73367,4,31541,5,14
73368,0,25304,10,1
73369,4,0,6,70
73370,2,66290,5,26
73371,0,0,4,84
73372,0,152004,8,2
73373,0,0,4,18
73374,3,0,3,11
73375,3,89100,2,32
73376,2,0,8,3
73377,3,44550,4,7
73378,1,0,4,188
73379,0,0,4,37
73380,0,0,3,46
73381,0,0,1,164
73382,0,90882,10,9
73383,0,82328,8,54
73384,4,0,2,20
73385,0,133650,8,34
73386,0,0,2,86
73387,1,85536,0,152
73388,0,0,2,113
73389,0,347490,3,5
73390,0,0,1,65
73391,1,17107,4,246
73392,1,0,2,12
73393,0,16038,4,14
73394,0,11761,4,11
73395,0,0,3,10
73396,0,0,1,8
73397,4,83932,4,3
73398,5,32076,4,15
73399,0,65755,4,6
73400,1,0,3,154
73401,1,53460,4,13
73402,0,0,2,223
73403,2,0,4,85
73404,0,0,5,8
73405,1,206355,1,52
73406,2,0,0,16
73407,0,0,4,75
73408,0,0,3,84
73409,0,0,1,158
73410,0,117790,5,2
73411,0,51856,1,128
73412,0,187110,1,251
73413,0,400950,4,144
73414,0,103445,3,164
73415,0,0,4,140
73416,0,0,1,355
73417,1,283338,4,69
73418,0,0,4,19
73419,0,0,3,43
73420,0,0,6,205
73421,0,10692,3,62
73422,0,0,2,325
73423,0,64152,6,11
73424,1,0,4,28
73425,0,0,8,2
73426,1,133650,2,143
73427,2,0,4,3
73428,3,0,3,44
73429,0,326106,5,193
73430,0,5346,0,162
73431,1,0,5,45
73432,0,0,0,94
73433,0,32076,6,5
73434,2,0,4,176
73435,1,80190,1,106
73436,6,0,2,23
73437,2,185328,4,46
73438,0,53460,5,21
73439,1,53460,2,223
73440,1,0,4,247
73441,2,0,4,28
73442,2,14790,2,74
73443,1,0,4,50
73444,1,133650,4,49
73445,1,163053,3,3
73446,1,0,2,136
73447,2,0,2,82
73448,0,0,4,47
73449,0,49896,4,29
73450,0,32076,6,4
73451,0,0,2,35
73452,0,0,4,169
73453,1,160380,3,116
73454,0,0,2,169
73455,1,0,2,134
73456,0,0,6,18
73457,4,0,3,330
73458,0,0,3,13
73459,0,8553,5,4
73460,1,16038,4,225
73461,0,0,3,7
73462,0,0,4,58
73463,3,434629,5,14
73464,0,0,0,184
73465,0,0,1,73
73466,1,225066,1,33
73467,5,160380,8,3
73468,0,0,4,13
73469,2,34749,4,103
73470,1,0,4,37
73471,4,0,2,325
73472,0,151826,3,13
73473,0,1782,7,20
73474,0,0,3,29
73475,0,0,1,86
73476,5,5346,0,22
73477,0,0,5,32
73478,2,36352,7,35
73479,1,0,4,107
73480,0,400950,4,28
73481,1,0,1,114
73482,0,144342,4,11
73483,1,0,7,35
73484,7,10246,5,341
73485,1,165726,5,5
73486,0,0,1,97
73487,0,251796,1,55
73488,0,0,1,239
73489,0,0,4,136
73490,2,0,7,88
73491,0,0,0,137
73492,4,0,3,103
73493,4,0,2,149
73494,1,0,3,89
73495,0,0,3,7
73496,2,0,1,15
73497,0,0,2,31
73498,0,0,5,4
73499,4,0,4,22
73500,0,89100,3,82
73501,0,64152,4,199
73502,1,93020,3,12
73503,1,0,1,43
73504,2,5346,8,135
73505,2,0,2,10
73506,1,0,4,184
73507,1,96762,2,184
73508,0,0,2,82
73509,0,171072,1,6
73510,0,0,4,60
73511,0,0,1,266
73512,0,0,2,355
73513,0,0,1,14
73514,1,18711,4,14
73515,1,0,5,121
73516,0,106920,10,7
73517,0,0,2,214
73518,0,0,4,196
73519,0,144342,3,5
73520,1,0,2,197
73521,1,0,0,103
73522,3,0,3,213
73523,1,0,4,5
73524,4,66825,2,3
73525,2,0,1,7
73526,0,112266,1,57
73527,0,0,8,21
73528,0,350163,2,56
73529,0,0,8,41
73530,0,0,1,31
73531,0,133650,3,135
73532,1,0,1,2
73533,1,10692,1,70
73534,0,0,2,168
73535,0,267300,8,7
73536,1,48114,2,4
73537,0,0,2,19
73538,0,0,4,55
73539,0,0,4,27
73540,1,0,3,24
73541,4,255538,2,123
73542,0,0,1,14
73543,0,0,1,26
73544,1,0,4,250
73545,0,140599,4,51
73546,2,0,6,174
73547,1,0,12,323
73548,1,0,4,1
73549,0,0,4,78
73550,0,0,2,4
73551,1,0,4,12
73552,0,0,5,15
73553,0,0,1,18
73554,1,89100,4,6
73555,0,0,3,85
73556,0,0,2,15
73557,4,0,1,130
73558,0,87674,5,72
73559,3,0,8,7
73560,4,0,3,38
73561,4,44906,1,4
73562,3,136323,5,36
73563,0,0,6,116
73564,1,0,2,57
73565,0,122423,3,207
73566,1,75913,0,9
73567,0,0,2,2
73568,1,0,4,265
73569,0,0,2,281
73570,0,0,1,5
73571,1,106920,1,232
73572,0,0,1,188
73573,0,0,0,17
73574,0,124027,3,37
73575,3,267300,5,23
73576,3,0,2,55
73577,0,0,4,187
73578,2,264627,4,13
73579,3,0,1,201
73580,0,427680,8,4
73581,0,74844,3,1
73582,1,0,1,170
73583,1,0,2,9
73584,1,134184,4,40
73585,1,0,2,2
73586,0,0,3,320
73587,0,0,4,54
73588,0,0,1,49
73589,0,106920,4,116
73590,0,53460,6,4
73591,0,0,2,35
73592,0,0,3,36
73593,3,0,2,355
73594,0,0,1,172
73595,4,0,5,181
73596,0,0,0,31
73597,0,0,1,274
73598,0,230412,1,21
73599,0,106563,1,4
73600,1,0,2,229
73601,0,0,3,255
73602,0,53460,8,21
73603,0,39025,2,5
73604,0,48648,2,5
73605,5,402019,4,12
73606,0,108523,9,52
73607,0,0,1,24
73608,1,434629,4,7
73609,1,0,6,56
73610,1,171606,3,124
73611,1,0,3,10
73612,2,0,2,179
73613,0,100504,3,46
73614,0,148084,1,19
73615,1,0,0,21
73616,1,0,4,76
73617,0,0,4,81
73618,0,80190,4,170
73619,0,5346,4,4
73620,0,64686,2,79
73621,0,165726,4,13
73622,1,0,8,179
73623,0,0,2,17
73624,4,0,2,255
73625,0,0,5,173
73626,1,0,1,9
73627,4,32076,0,2
73628,0,40095,7,27
73629,0,0,2,355
73630,1,0,2,126
73631,4,170537,1,122
73632,0,86872,9,7
73633,0,0,3,266
73634,4,0,4,18
73635,2,133650,4,1
73636,0,0,0,183
73637,1,22453,7,33
73638,1,2673,0,84
73639,1,0,2,42
73640,3,0,1,312
73641,0,0,1,140
73642,0,0,0,60
73643,0,0,2,1
73644,3,16038,3,25
73645,2,236827,2,102
73646,0,57736,4,286
73647,4,0,4,100
73648,0,0,1,355
73649,0,0,1,29
73650,0,81793,10,302
73651,3,0,5,13
73652,9,0,4,19
73653,2,0,2,301
73654,0,153964,2,306
73655,1,0,2,120
73656,0,0,0,284
73657,4,0,1,131
73658,2,0,5,89
73659,0,0,1,117
73660,0,114048,3,10
73661,2,53460,1,170
73662,1,0,3,26
73663,1,10692,5,1
73664,0,0,4,60
73665,0,0,4,177
73666,0,0,1,288
73667,0,61479,3,22
73668,0,0,8,53
73669,0,0,4,22
73670,0,0,4,306
73671,0,0,2,7
73672,0,0,2,298
73673,0,0,4,30
73674,0,0,4,24
73675,0,0,0,304
73676,0,0,4,96
